occ_code,fips,emp,source_tag
51-9021,54,163,real:OEWS_May2025_state; renormalized to national
51-9021,55,539,real:OEWS_May2025_state; renormalized to national
51-9021,56,173,real:OEWS_May2025_state; renormalized to national
51-9022,01,156,real:OEWS_May2025_state; renormalized to national
51-9022,04,581,real:OEWS_May2025_state; renormalized to national
51-9022,05,145,real:OEWS_May2025_state; renormalized to national
51-9022,06,1919,real:OEWS_May2025_state; renormalized to national
51-9022,08,73,real:OEWS_May2025_state; renormalized to national
51-9022,09,239,real:OEWS_May2025_state; renormalized to national
51-9022,10,42,real:OEWS_May2025_state; renormalized to national
51-9022,12,529,real:OEWS_May2025_state; renormalized to national
51-9022,13,228,real:OEWS_May2025_state; renormalized to national
51-9022,17,62,real:OEWS_May2025_state; renormalized to national
51-9022,18,643,real:OEWS_May2025_state; renormalized to national
51-9022,20,104,real:OEWS_May2025_state; renormalized to national
51-9022,22,93,real:OEWS_May2025_state; renormalized to national
51-9022,25,176,real:OEWS_May2025_state; renormalized to national
51-9022,26,674,real:OEWS_May2025_state; renormalized to national
51-9022,27,125,real:OEWS_May2025_state; renormalized to national
51-9022,28,31,real:OEWS_May2025_state; renormalized to national
51-9022,29,187,real:OEWS_May2025_state; renormalized to national
51-9022,32,93,real:OEWS_May2025_state; renormalized to national
51-9022,33,42,real:OEWS_May2025_state; renormalized to national
51-9022,34,311,real:OEWS_May2025_state; renormalized to national
51-9022,35,125,real:OEWS_May2025_state; renormalized to national
51-9022,36,457,real:OEWS_May2025_state; renormalized to national
51-9022,37,342,real:OEWS_May2025_state; renormalized to national
51-9022,39,508,real:OEWS_May2025_state; renormalized to national
51-9022,40,166,real:OEWS_May2025_state; renormalized to national
51-9022,41,166,real:OEWS_May2025_state; renormalized to national
51-9022,42,145,real:OEWS_May2025_state; renormalized to national
51-9022,44,135,real:OEWS_May2025_state; renormalized to national
51-9022,45,270,real:OEWS_May2025_state; renormalized to national
51-9022,47,83,real:OEWS_May2025_state; renormalized to national
51-9022,48,872,real:OEWS_May2025_state; renormalized to national
51-9022,50,52,real:OEWS_May2025_state; renormalized to national
51-9022,51,342,real:OEWS_May2025_state; renormalized to national
51-9022,53,93,real:OEWS_May2025_state; renormalized to national
51-9022,55,301,real:OEWS_May2025_state; renormalized to national
51-9023,01,2221,real:OEWS_May2025_state; renormalized to national
51-9023,02,60,real:OEWS_May2025_state; renormalized to national
51-9023,04,1401,real:OEWS_May2025_state; renormalized to national
51-9023,05,1101,real:OEWS_May2025_state; renormalized to national
51-9023,06,5734,real:OEWS_May2025_state; renormalized to national
51-9023,08,640,real:OEWS_May2025_state; renormalized to national
51-9023,09,260,real:OEWS_May2025_state; renormalized to national
51-9023,10,130,real:OEWS_May2025_state; renormalized to national
51-9023,12,3552,real:OEWS_May2025_state; renormalized to national
51-9023,13,3422,real:OEWS_May2025_state; renormalized to national
51-9023,16,510,real:OEWS_May2025_state; renormalized to national
51-9023,17,10247,real:OEWS_May2025_state; renormalized to national
51-9023,18,4843,real:OEWS_May2025_state; renormalized to national
51-9023,19,2312,real:OEWS_May2025_state; renormalized to national
51-9023,20,1381,real:OEWS_May2025_state; renormalized to national
51-9023,21,1661,real:OEWS_May2025_state; renormalized to national
51-9023,22,570,real:OEWS_May2025_state; renormalized to national
51-9023,23,220,real:OEWS_May2025_state; renormalized to national
51-9023,24,771,real:OEWS_May2025_state; renormalized to national
51-9023,25,420,real:OEWS_May2025_state; renormalized to national
51-9023,26,3042,real:OEWS_May2025_state; renormalized to national
51-9023,27,1761,real:OEWS_May2025_state; renormalized to national
51-9023,28,1071,real:OEWS_May2025_state; renormalized to national
51-9023,29,2802,real:OEWS_May2025_state; renormalized to national
51-9023,30,280,real:OEWS_May2025_state; renormalized to national
51-9023,31,941,real:OEWS_May2025_state; renormalized to national
51-9023,32,650,real:OEWS_May2025_state; renormalized to national
51-9023,33,310,real:OEWS_May2025_state; renormalized to national
51-9023,34,2051,real:OEWS_May2025_state; renormalized to national
51-9023,35,340,real:OEWS_May2025_state; renormalized to national
51-9023,36,4343,real:OEWS_May2025_state; renormalized to national
51-9023,37,3402,real:OEWS_May2025_state; renormalized to national
51-9023,38,260,real:OEWS_May2025_state; renormalized to national
51-9023,39,5233,real:OEWS_May2025_state; renormalized to national
51-9023,40,961,real:OEWS_May2025_state; renormalized to national
51-9023,41,1091,real:OEWS_May2025_state; renormalized to national
51-9023,42,4383,real:OEWS_May2025_state; renormalized to national
51-9023,44,190,real:OEWS_May2025_state; renormalized to national
51-9023,45,2562,real:OEWS_May2025_state; renormalized to national
51-9023,46,510,real:OEWS_May2025_state; renormalized to national
51-9023,47,1611,real:OEWS_May2025_state; renormalized to national
51-9023,48,6354,real:OEWS_May2025_state; renormalized to national
51-9023,49,1291,real:OEWS_May2025_state; renormalized to national
51-9023,50,280,real:OEWS_May2025_state; renormalized to national
51-9023,51,1531,real:OEWS_May2025_state; renormalized to national
51-9023,53,2272,real:OEWS_May2025_state; renormalized to national
51-9023,54,350,real:OEWS_May2025_state; renormalized to national
51-9023,55,3382,real:OEWS_May2025_state; renormalized to national
51-9023,56,210,real:OEWS_May2025_state; renormalized to national
51-9031,06,872,real:OEWS_May2025_state; renormalized to national
51-9031,09,57,real:OEWS_May2025_state; renormalized to national
51-9031,12,170,real:OEWS_May2025_state; renormalized to national
51-9031,13,328,real:OEWS_May2025_state; renormalized to national
51-9031,17,34,real:OEWS_May2025_state; renormalized to national
51-9031,18,408,real:OEWS_May2025_state; renormalized to national
51-9031,20,147,real:OEWS_May2025_state; renormalized to national
51-9031,25,125,real:OEWS_May2025_state; renormalized to national
51-9031,26,57,real:OEWS_May2025_state; renormalized to national
51-9031,27,45,real:OEWS_May2025_state; renormalized to national
51-9031,28,102,real:OEWS_May2025_state; renormalized to national
51-9031,29,125,real:OEWS_May2025_state; renormalized to national
51-9031,31,68,real:OEWS_May2025_state; renormalized to national
51-9031,34,430,real:OEWS_May2025_state; renormalized to national
51-9031,36,249,real:OEWS_May2025_state; renormalized to national
51-9031,37,1201,real:OEWS_May2025_state; renormalized to national
51-9031,39,136,real:OEWS_May2025_state; renormalized to national
51-9031,42,158,real:OEWS_May2025_state; renormalized to national
51-9031,44,57,real:OEWS_May2025_state; renormalized to national
51-9031,45,57,real:OEWS_May2025_state; renormalized to national
51-9031,47,260,real:OEWS_May2025_state; renormalized to national
51-9031,48,838,real:OEWS_May2025_state; renormalized to national
51-9031,51,68,real:OEWS_May2025_state; renormalized to national
51-9031,55,68,real:OEWS_May2025_state; renormalized to national
51-9032,01,590,real:OEWS_May2025_state; renormalized to national
51-9032,02,30,real:OEWS_May2025_state; renormalized to national
51-9032,04,761,real:OEWS_May2025_state; renormalized to national
51-9032,05,801,real:OEWS_May2025_state; renormalized to national
51-9032,06,3083,real:OEWS_May2025_state; renormalized to national
51-9032,08,701,real:OEWS_May2025_state; renormalized to national
51-9032,09,450,real:OEWS_May2025_state; renormalized to national
51-9032,12,1371,real:OEWS_May2025_state; renormalized to national
51-9032,13,1231,real:OEWS_May2025_state; renormalized to national
51-9032,16,160,real:OEWS_May2025_state; renormalized to national
51-9032,17,1772,real:OEWS_May2025_state; renormalized to national
51-9032,18,2112,real:OEWS_May2025_state; renormalized to national
51-9032,19,921,real:OEWS_May2025_state; renormalized to national
51-9032,20,761,real:OEWS_May2025_state; renormalized to national
51-9032,21,901,real:OEWS_May2025_state; renormalized to national
51-9032,22,110,real:OEWS_May2025_state; renormalized to national
51-9032,23,160,real:OEWS_May2025_state; renormalized to national
51-9032,24,280,real:OEWS_May2025_state; renormalized to national
51-9032,25,1281,real:OEWS_May2025_state; renormalized to national
51-9032,26,731,real:OEWS_May2025_state; renormalized to national
51-9032,27,1131,real:OEWS_May2025_state; renormalized to national
51-9032,28,711,real:OEWS_May2025_state; renormalized to national
51-9032,29,1121,real:OEWS_May2025_state; renormalized to national
51-9032,30,100,real:OEWS_May2025_state; renormalized to national
51-9032,31,530,real:OEWS_May2025_state; renormalized to national
51-9032,32,340,real:OEWS_May2025_state; renormalized to national
51-9032,33,90,real:OEWS_May2025_state; renormalized to national
51-9032,34,1041,real:OEWS_May2025_state; renormalized to national
51-9032,35,200,real:OEWS_May2025_state; renormalized to national
51-9032,36,1872,real:OEWS_May2025_state; renormalized to national
51-9032,37,3103,real:OEWS_May2025_state; renormalized to national
51-9032,38,70,real:OEWS_May2025_state; renormalized to national
51-9032,39,3003,real:OEWS_May2025_state; renormalized to national
51-9032,40,620,real:OEWS_May2025_state; renormalized to national
51-9032,41,991,real:OEWS_May2025_state; renormalized to national
51-9032,42,1631,real:OEWS_May2025_state; renormalized to national
51-9032,44,210,real:OEWS_May2025_state; renormalized to national
51-9032,45,731,real:OEWS_May2025_state; renormalized to national
51-9032,46,460,real:OEWS_May2025_state; renormalized to national
51-9032,47,1261,real:OEWS_May2025_state; renormalized to national
51-9032,48,3653,real:OEWS_May2025_state; renormalized to national
51-9032,49,741,real:OEWS_May2025_state; renormalized to national
51-9032,50,100,real:OEWS_May2025_state; renormalized to national
51-9032,51,841,real:OEWS_May2025_state; renormalized to national
51-9032,53,761,real:OEWS_May2025_state; renormalized to national
51-9032,54,160,real:OEWS_May2025_state; renormalized to national
51-9032,55,1301,real:OEWS_May2025_state; renormalized to national
51-9041,01,1516,real:OEWS_May2025_state; renormalized to national
51-9041,04,703,real:OEWS_May2025_state; renormalized to national
51-9041,05,2199,real:OEWS_May2025_state; renormalized to national
51-9041,06,4227,real:OEWS_May2025_state; renormalized to national
51-9041,08,281,real:OEWS_May2025_state; renormalized to national
51-9041,09,241,real:OEWS_May2025_state; renormalized to national
51-9041,12,783,real:OEWS_May2025_state; renormalized to national
51-9041,13,1155,real:OEWS_May2025_state; renormalized to national
51-9041,16,211,real:OEWS_May2025_state; renormalized to national
51-9041,17,1697,real:OEWS_May2025_state; renormalized to national
51-9041,18,3163,real:OEWS_May2025_state; renormalized to national
51-9041,19,502,real:OEWS_May2025_state; renormalized to national
51-9041,20,603,real:OEWS_May2025_state; renormalized to national
51-9041,21,1697,real:OEWS_May2025_state; renormalized to national
51-9041,22,201,real:OEWS_May2025_state; renormalized to national
51-9041,23,141,real:OEWS_May2025_state; renormalized to national
51-9041,24,281,real:OEWS_May2025_state; renormalized to national
51-9041,25,954,real:OEWS_May2025_state; renormalized to national
51-9041,26,1978,real:OEWS_May2025_state; renormalized to national
51-9041,27,562,real:OEWS_May2025_state; renormalized to national
51-9041,28,663,real:OEWS_May2025_state; renormalized to national
51-9041,29,1044,real:OEWS_May2025_state; renormalized to national
51-9041,31,753,real:OEWS_May2025_state; renormalized to national
51-9041,33,412,real:OEWS_May2025_state; renormalized to national
51-9041,34,1888,real:OEWS_May2025_state; renormalized to national
51-9041,35,80,real:OEWS_May2025_state; renormalized to national
51-9041,36,3273,real:OEWS_May2025_state; renormalized to national
51-9041,37,3434,real:OEWS_May2025_state; renormalized to national
51-9041,38,271,real:OEWS_May2025_state; renormalized to national
51-9041,39,3986,real:OEWS_May2025_state; renormalized to national
51-9041,40,1315,real:OEWS_May2025_state; renormalized to national
51-9041,41,372,real:OEWS_May2025_state; renormalized to national
51-9041,42,2460,real:OEWS_May2025_state; renormalized to national
51-9041,44,80,real:OEWS_May2025_state; renormalized to national
51-9041,45,2470,real:OEWS_May2025_state; renormalized to national
51-9041,46,613,real:OEWS_May2025_state; renormalized to national
51-9041,47,4227,real:OEWS_May2025_state; renormalized to national
51-9041,48,3434,real:OEWS_May2025_state; renormalized to national
51-9041,49,251,real:OEWS_May2025_state; renormalized to national
51-9041,50,161,real:OEWS_May2025_state; renormalized to national
51-9041,51,1817,real:OEWS_May2025_state; renormalized to national
51-9041,53,753,real:OEWS_May2025_state; renormalized to national
51-9041,54,181,real:OEWS_May2025_state; renormalized to national
51-9041,55,1737,real:OEWS_May2025_state; renormalized to national
51-9051,01,1093,real:OEWS_May2025_state; renormalized to national
51-9051,04,140,real:OEWS_May2025_state; renormalized to national
51-9051,05,151,real:OEWS_May2025_state; renormalized to national
51-9051,06,903,real:OEWS_May2025_state; renormalized to national
51-9051,08,100,real:OEWS_May2025_state; renormalized to national
51-9051,12,351,real:OEWS_May2025_state; renormalized to national
51-9051,13,873,real:OEWS_May2025_state; renormalized to national
51-9051,16,120,real:OEWS_May2025_state; renormalized to national
51-9051,17,231,real:OEWS_May2025_state; renormalized to national
51-9051,18,652,real:OEWS_May2025_state; renormalized to national
51-9051,19,100,real:OEWS_May2025_state; renormalized to national
