occ_code,fips,emp,source_tag
29-1249,40,93,real:OEWS_May2025_state; renormalized to national
29-1249,41,582,real:OEWS_May2025_state; renormalized to national
29-1249,46,140,real:OEWS_May2025_state; renormalized to national
29-1249,47,570,real:OEWS_May2025_state; renormalized to national
29-1249,48,1989,real:OEWS_May2025_state; renormalized to national
29-1249,50,186,real:OEWS_May2025_state; renormalized to national
29-1249,51,302,real:OEWS_May2025_state; renormalized to national
29-1249,53,430,real:OEWS_May2025_state; renormalized to national
29-1249,54,279,real:OEWS_May2025_state; renormalized to national
29-1249,55,640,real:OEWS_May2025_state; renormalized to national
29-1249,56,70,real:OEWS_May2025_state; renormalized to national
29-1291,04,89,real:OEWS_May2025_state; renormalized to national
29-1291,06,3193,real:OEWS_May2025_state; renormalized to national
29-1291,12,1140,real:OEWS_May2025_state; renormalized to national
29-1291,13,177,real:OEWS_May2025_state; renormalized to national
29-1291,18,38,real:OEWS_May2025_state; renormalized to national
29-1291,21,76,real:OEWS_May2025_state; renormalized to national
29-1291,27,266,real:OEWS_May2025_state; renormalized to national
29-1291,34,304,real:OEWS_May2025_state; renormalized to national
29-1291,36,1470,real:OEWS_May2025_state; renormalized to national
29-1291,37,406,real:OEWS_May2025_state; renormalized to national
29-1291,41,456,real:OEWS_May2025_state; renormalized to national
29-1291,55,215,real:OEWS_May2025_state; renormalized to national
29-1292,01,3203,real:OEWS_May2025_state; renormalized to national
29-1292,02,798,real:OEWS_May2025_state; renormalized to national
29-1292,04,4577,real:OEWS_May2025_state; renormalized to national
29-1292,05,1758,real:OEWS_May2025_state; renormalized to national
29-1292,06,24757,real:OEWS_May2025_state; renormalized to national
29-1292,08,4315,real:OEWS_May2025_state; renormalized to national
29-1292,09,3274,real:OEWS_May2025_state; renormalized to national
29-1292,10,758,real:OEWS_May2025_state; renormalized to national
29-1292,11,323,real:OEWS_May2025_state; renormalized to national
29-1292,12,12106,real:OEWS_May2025_state; renormalized to national
29-1292,13,7518,real:OEWS_May2025_state; renormalized to national
29-1292,15,839,real:OEWS_May2025_state; renormalized to national
29-1292,16,2082,real:OEWS_May2025_state; renormalized to national
29-1292,17,9064,real:OEWS_May2025_state; renormalized to national
29-1292,18,5073,real:OEWS_May2025_state; renormalized to national
29-1292,19,2466,real:OEWS_May2025_state; renormalized to national
29-1292,21,2092,real:OEWS_May2025_state; renormalized to national
29-1292,22,2718,real:OEWS_May2025_state; renormalized to national
29-1292,23,1071,real:OEWS_May2025_state; renormalized to national
29-1292,24,3537,real:OEWS_May2025_state; renormalized to national
29-1292,25,6922,real:OEWS_May2025_state; renormalized to national
29-1292,26,8730,real:OEWS_May2025_state; renormalized to national
29-1292,27,4153,real:OEWS_May2025_state; renormalized to national
29-1292,28,1152,real:OEWS_May2025_state; renormalized to national
29-1292,29,3850,real:OEWS_May2025_state; renormalized to national
29-1292,30,869,real:OEWS_May2025_state; renormalized to national
29-1292,31,1293,real:OEWS_May2025_state; renormalized to national
29-1292,32,1526,real:OEWS_May2025_state; renormalized to national
29-1292,33,1374,real:OEWS_May2025_state; renormalized to national
29-1292,34,7306,real:OEWS_May2025_state; renormalized to national
29-1292,35,1435,real:OEWS_May2025_state; renormalized to national
29-1292,36,13803,real:OEWS_May2025_state; renormalized to national
29-1292,37,6760,real:OEWS_May2025_state; renormalized to national
29-1292,38,667,real:OEWS_May2025_state; renormalized to national
29-1292,39,8720,real:OEWS_May2025_state; renormalized to national
29-1292,40,2890,real:OEWS_May2025_state; renormalized to national
29-1292,41,3638,real:OEWS_May2025_state; renormalized to national
29-1292,42,8053,real:OEWS_May2025_state; renormalized to national
29-1292,44,778,real:OEWS_May2025_state; renormalized to national
29-1292,45,3193,real:OEWS_May2025_state; renormalized to national
29-1292,46,637,real:OEWS_May2025_state; renormalized to national
29-1292,47,4618,real:OEWS_May2025_state; renormalized to national
29-1292,48,16552,real:OEWS_May2025_state; renormalized to national
29-1292,49,3820,real:OEWS_May2025_state; renormalized to national
29-1292,50,566,real:OEWS_May2025_state; renormalized to national
29-1292,51,3809,real:OEWS_May2025_state; renormalized to national
29-1292,53,6396,real:OEWS_May2025_state; renormalized to national
29-1292,54,1263,real:OEWS_May2025_state; renormalized to national
29-1292,55,5133,real:OEWS_May2025_state; renormalized to national
29-1292,56,505,real:OEWS_May2025_state; renormalized to national
29-1299,02,78,real:OEWS_May2025_state; renormalized to national
29-1299,05,222,real:OEWS_May2025_state; renormalized to national
29-1299,06,1778,real:OEWS_May2025_state; renormalized to national
29-1299,08,722,real:OEWS_May2025_state; renormalized to national
29-1299,09,455,real:OEWS_May2025_state; renormalized to national
29-1299,11,544,real:OEWS_May2025_state; renormalized to national
29-1299,12,944,real:OEWS_May2025_state; renormalized to national
29-1299,13,3477,real:OEWS_May2025_state; renormalized to national
29-1299,15,100,real:OEWS_May2025_state; renormalized to national
29-1299,17,1233,real:OEWS_May2025_state; renormalized to national
29-1299,18,267,real:OEWS_May2025_state; renormalized to national
29-1299,19,322,real:OEWS_May2025_state; renormalized to national
29-1299,20,122,real:OEWS_May2025_state; renormalized to national
29-1299,21,133,real:OEWS_May2025_state; renormalized to national
29-1299,23,178,real:OEWS_May2025_state; renormalized to national
29-1299,24,6488,real:OEWS_May2025_state; renormalized to national
29-1299,25,667,real:OEWS_May2025_state; renormalized to national
29-1299,26,678,real:OEWS_May2025_state; renormalized to national
29-1299,27,322,real:OEWS_May2025_state; renormalized to national
29-1299,28,200,real:OEWS_May2025_state; renormalized to national
29-1299,29,467,real:OEWS_May2025_state; renormalized to national
29-1299,30,122,real:OEWS_May2025_state; renormalized to national
29-1299,31,100,real:OEWS_May2025_state; renormalized to national
29-1299,32,267,real:OEWS_May2025_state; renormalized to national
29-1299,33,255,real:OEWS_May2025_state; renormalized to national
29-1299,34,522,real:OEWS_May2025_state; renormalized to national
29-1299,35,156,real:OEWS_May2025_state; renormalized to national
29-1299,36,833,real:OEWS_May2025_state; renormalized to national
29-1299,37,889,real:OEWS_May2025_state; renormalized to national
29-1299,38,156,real:OEWS_May2025_state; renormalized to national
29-1299,39,978,real:OEWS_May2025_state; renormalized to national
29-1299,40,144,real:OEWS_May2025_state; renormalized to national
29-1299,41,400,real:OEWS_May2025_state; renormalized to national
29-1299,42,967,real:OEWS_May2025_state; renormalized to national
29-1299,46,67,real:OEWS_May2025_state; renormalized to national
29-1299,47,333,real:OEWS_May2025_state; renormalized to national
29-1299,48,1389,real:OEWS_May2025_state; renormalized to national
29-1299,49,344,real:OEWS_May2025_state; renormalized to national
29-1299,50,78,real:OEWS_May2025_state; renormalized to national
29-1299,53,667,real:OEWS_May2025_state; renormalized to national
29-1299,54,200,real:OEWS_May2025_state; renormalized to national
29-1299,55,322,real:OEWS_May2025_state; renormalized to national
29-1299,56,44,real:OEWS_May2025_state; renormalized to national
29-2010,01,7250,real:OEWS_May2025_state; renormalized to national
29-2010,02,680,real:OEWS_May2025_state; renormalized to national
29-2010,04,6440,real:OEWS_May2025_state; renormalized to national
29-2010,05,3180,real:OEWS_May2025_state; renormalized to national
29-2010,06,29209,real:OEWS_May2025_state; renormalized to national
29-2010,08,5000,real:OEWS_May2025_state; renormalized to national
29-2010,09,3670,real:OEWS_May2025_state; renormalized to national
29-2010,10,690,real:OEWS_May2025_state; renormalized to national
29-2010,11,960,real:OEWS_May2025_state; renormalized to national
29-2010,12,25789,real:OEWS_May2025_state; renormalized to national
29-2010,13,11539,real:OEWS_May2025_state; renormalized to national
29-2010,15,1090,real:OEWS_May2025_state; renormalized to national
29-2010,16,1590,real:OEWS_May2025_state; renormalized to national
29-2010,17,10329,real:OEWS_May2025_state; renormalized to national
29-2010,18,7210,real:OEWS_May2025_state; renormalized to national
29-2010,19,3240,real:OEWS_May2025_state; renormalized to national
29-2010,20,3930,real:OEWS_May2025_state; renormalized to national
29-2010,21,4860,real:OEWS_May2025_state; renormalized to national
29-2010,22,3790,real:OEWS_May2025_state; renormalized to national
29-2010,23,1250,real:OEWS_May2025_state; renormalized to national
29-2010,24,6200,real:OEWS_May2025_state; renormalized to national
29-2010,25,10849,real:OEWS_May2025_state; renormalized to national
29-2010,26,10000,real:OEWS_May2025_state; renormalized to national
29-2010,27,7190,real:OEWS_May2025_state; renormalized to national
29-2010,28,3070,real:OEWS_May2025_state; renormalized to national
29-2010,29,7670,real:OEWS_May2025_state; renormalized to national
29-2010,30,1020,real:OEWS_May2025_state; renormalized to national
29-2010,31,1930,real:OEWS_May2025_state; renormalized to national
29-2010,32,2040,real:OEWS_May2025_state; renormalized to national
29-2010,33,800,real:OEWS_May2025_state; renormalized to national
29-2010,34,7000,real:OEWS_May2025_state; renormalized to national
29-2010,35,2160,real:OEWS_May2025_state; renormalized to national
29-2010,36,16459,real:OEWS_May2025_state; renormalized to national
29-2010,37,13709,real:OEWS_May2025_state; renormalized to national
29-2010,38,1370,real:OEWS_May2025_state; renormalized to national
29-2010,39,13049,real:OEWS_May2025_state; renormalized to national
29-2010,40,4250,real:OEWS_May2025_state; renormalized to national
29-2010,41,2660,real:OEWS_May2025_state; renormalized to national
29-2010,42,13019,real:OEWS_May2025_state; renormalized to national
29-2010,44,1060,real:OEWS_May2025_state; renormalized to national
29-2010,45,4380,real:OEWS_May2025_state; renormalized to national
29-2010,46,1280,real:OEWS_May2025_state; renormalized to national
29-2010,47,8410,real:OEWS_May2025_state; renormalized to national
29-2010,48,29529,real:OEWS_May2025_state; renormalized to national
29-2010,49,6370,real:OEWS_May2025_state; renormalized to national
29-2010,50,460,real:OEWS_May2025_state; renormalized to national
29-2010,51,7150,real:OEWS_May2025_state; renormalized to national
29-2010,53,7430,real:OEWS_May2025_state; renormalized to national
29-2010,54,1800,real:OEWS_May2025_state; renormalized to national
29-2010,55,8480,real:OEWS_May2025_state; renormalized to national
29-2010,56,450,real:OEWS_May2025_state; renormalized to national
29-2031,01,930,real:OEWS_May2025_state; renormalized to national
29-2031,02,160,real:OEWS_May2025_state; renormalized to national
29-2031,04,1450,real:OEWS_May2025_state; renormalized to national
29-2031,05,410,real:OEWS_May2025_state; renormalized to national
29-2031,06,5571,real:OEWS_May2025_state; renormalized to national
29-2031,08,720,real:OEWS_May2025_state; renormalized to national
29-2031,09,620,real:OEWS_May2025_state; renormalized to national
29-2031,10,290,real:OEWS_May2025_state; renormalized to national
29-2031,11,280,real:OEWS_May2025_state; renormalized to national
29-2031,12,5641,real:OEWS_May2025_state; renormalized to national
29-2031,13,2581,real:OEWS_May2025_state; renormalized to national
29-2031,15,140,real:OEWS_May2025_state; renormalized to national
29-2031,16,220,real:OEWS_May2025_state; renormalized to national
29-2031,17,1710,real:OEWS_May2025_state; renormalized to national
29-2031,18,1380,real:OEWS_May2025_state; renormalized to national
29-2031,19,380,real:OEWS_May2025_state; renormalized to national
29-2031,20,540,real:OEWS_May2025_state; renormalized to national
29-2031,21,940,real:OEWS_May2025_state; renormalized to national
29-2031,22,890,real:OEWS_May2025_state; renormalized to national
29-2031,23,220,real:OEWS_May2025_state; renormalized to national
29-2031,24,970,real:OEWS_May2025_state; renormalized to national
29-2031,25,1110,real:OEWS_May2025_state; renormalized to national
29-2031,26,2071,real:OEWS_May2025_state; renormalized to national
29-2031,27,950,real:OEWS_May2025_state; renormalized to national
29-2031,28,590,real:OEWS_May2025_state; renormalized to national
29-2031,29,850,real:OEWS_May2025_state; renormalized to national
29-2031,30,190,real:OEWS_May2025_state; renormalized to national
29-2031,31,330,real:OEWS_May2025_state; renormalized to national
29-2031,32,380,real:OEWS_May2025_state; renormalized to national
29-2031,33,150,real:OEWS_May2025_state; renormalized to national
29-2031,34,2441,real:OEWS_May2025_state; renormalized to national
29-2031,35,400,real:OEWS_May2025_state; renormalized to national
29-2031,36,3541,real:OEWS_May2025_state; renormalized to national
29-2031,37,1990,real:OEWS_May2025_state; renormalized to national
29-2031,38,120,real:OEWS_May2025_state; renormalized to national
29-2031,39,2141,real:OEWS_May2025_state; renormalized to national
29-2031,40,830,real:OEWS_May2025_state; renormalized to national
29-2031,41,550,real:OEWS_May2025_state; renormalized to national
29-2031,42,3631,real:OEWS_May2025_state; renormalized to national
29-2031,44,260,real:OEWS_May2025_state; renormalized to national
29-2031,45,890,real:OEWS_May2025_state; renormalized to national
29-2031,46,200,real:OEWS_May2025_state; renormalized to national
29-2031,47,1030,real:OEWS_May2025_state; renormalized to national
29-2031,48,6141,real:OEWS_May2025_state; renormalized to national
29-2031,49,1250,real:OEWS_May2025_state; renormalized to national
29-2031,50,50,real:OEWS_May2025_state; renormalized to national
29-2031,51,2411,real:OEWS_May2025_state; renormalized to national
29-2031,53,1110,real:OEWS_May2025_state; renormalized to national
29-2031,54,350,real:OEWS_May2025_state; renormalized to national
29-2031,55,900,real:OEWS_May2025_state; renormalized to national
29-2031,56,60,real:OEWS_May2025_state; renormalized to national
29-2032,01,1510,real:OEWS_May2025_state; renormalized to national
29-2032,02,140,real:OEWS_May2025_state; renormalized to national
29-2032,04,2070,real:OEWS_May2025_state; renormalized to national
29-2032,05,640,real:OEWS_May2025_state; renormalized to national
29-2032,06,10109,real:OEWS_May2025_state; renormalized to national
29-2032,08,1430,real:OEWS_May2025_state; renormalized to national
29-2032,09,990,real:OEWS_May2025_state; renormalized to national
29-2032,10,220,real:OEWS_May2025_state; renormalized to national
29-2032,11,160,real:OEWS_May2025_state; renormalized to national
29-2032,12,6669,real:OEWS_May2025_state; renormalized to national
29-2032,13,2700,real:OEWS_May2025_state; renormalized to national
29-2032,15,210,real:OEWS_May2025_state; renormalized to national
29-2032,16,510,real:OEWS_May2025_state; renormalized to national
29-2032,17,3269,real:OEWS_May2025_state; renormalized to national
29-2032,18,1380,real:OEWS_May2025_state; renormalized to national
29-2032,19,740,real:OEWS_May2025_state; renormalized to national
29-2032,20,670,real:OEWS_May2025_state; renormalized to national
29-2032,21,940,real:OEWS_May2025_state; renormalized to national
29-2032,22,1150,real:OEWS_May2025_state; renormalized to national
29-2032,23,380,real:OEWS_May2025_state; renormalized to national
29-2032,24,1760,real:OEWS_May2025_state; renormalized to national
29-2032,25,2190,real:OEWS_May2025_state; renormalized to national
29-2032,26,3099,real:OEWS_May2025_state; renormalized to national
29-2032,27,1710,real:OEWS_May2025_state; renormalized to national
29-2032,28,700,real:OEWS_May2025_state; renormalized to national
29-2032,29,1930,real:OEWS_May2025_state; renormalized to national
29-2032,30,230,real:OEWS_May2025_state; renormalized to national
29-2032,31,780,real:OEWS_May2025_state; renormalized to national
29-2032,32,640,real:OEWS_May2025_state; renormalized to national
29-2032,33,400,real:OEWS_May2025_state; renormalized to national
29-2032,34,3369,real:OEWS_May2025_state; renormalized to national
29-2032,35,410,real:OEWS_May2025_state; renormalized to national
29-2032,36,6879,real:OEWS_May2025_state; renormalized to national
29-2032,37,2969,real:OEWS_May2025_state; renormalized to national
29-2032,38,240,real:OEWS_May2025_state; renormalized to national
29-2032,39,3159,real:OEWS_May2025_state; renormalized to national
29-2032,40,1060,real:OEWS_May2025_state; renormalized to national
29-2032,41,1210,real:OEWS_May2025_state; renormalized to national
29-2032,42,2979,real:OEWS_May2025_state; renormalized to national
29-2032,44,380,real:OEWS_May2025_state; renormalized to national
29-2032,45,1340,real:OEWS_May2025_state; renormalized to national
29-2032,46,370,real:OEWS_May2025_state; renormalized to national
29-2032,47,1880,real:OEWS_May2025_state; renormalized to national
29-2032,48,6959,real:OEWS_May2025_state; renormalized to national
29-2032,49,740,real:OEWS_May2025_state; renormalized to national
29-2032,50,140,real:OEWS_May2025_state; renormalized to national
29-2032,51,2160,real:OEWS_May2025_state; renormalized to national
29-2032,53,2190,real:OEWS_May2025_state; renormalized to national
29-2032,54,780,real:OEWS_May2025_state; renormalized to national
29-2032,55,1530,real:OEWS_May2025_state; renormalized to national
29-2032,56,90,real:OEWS_May2025_state; renormalized to national
29-2033,01,321,real:OEWS_May2025_state; renormalized to national
29-2033,04,431,real:OEWS_May2025_state; renormalized to national
29-2033,05,191,real:OEWS_May2025_state; renormalized to national
29-2033,06,1504,real:OEWS_May2025_state; renormalized to national
29-2033,08,201,real:OEWS_May2025_state; renormalized to national
29-2033,09,171,real:OEWS_May2025_state; renormalized to national
29-2033,10,70,real:OEWS_May2025_state; renormalized to national
29-2033,11,30,real:OEWS_May2025_state; renormalized to national
29-2033,12,1745,real:OEWS_May2025_state; renormalized to national
29-2033,13,542,real:OEWS_May2025_state; renormalized to national
29-2033,15,30,real:OEWS_May2025_state; renormalized to national
29-2033,16,80,real:OEWS_May2025_state; renormalized to national
29-2033,17,622,real:OEWS_May2025_state; renormalized to national
29-2033,18,281,real:OEWS_May2025_state; renormalized to national
29-2033,19,150,real:OEWS_May2025_state; renormalized to national
29-2033,20,381,real:OEWS_May2025_state; renormalized to national
29-2033,21,271,real:OEWS_May2025_state; renormalized to national
29-2033,22,171,real:OEWS_May2025_state; renormalized to national
29-2033,23,70,real:OEWS_May2025_state; renormalized to national
29-2033,24,331,real:OEWS_May2025_state; renormalized to national
29-2033,25,381,real:OEWS_May2025_state; renormalized to national
29-2033,26,642,real:OEWS_May2025_state; renormalized to national
29-2033,27,201,real:OEWS_May2025_state; renormalized to national
29-2033,28,161,real:OEWS_May2025_state; renormalized to national
29-2033,29,361,real:OEWS_May2025_state; renormalized to national
29-2033,30,50,real:OEWS_May2025_state; renormalized to national
29-2033,31,120,real:OEWS_May2025_state; renormalized to national
29-2033,32,120,real:OEWS_May2025_state; renormalized to national
29-2033,33,60,real:OEWS_May2025_state; renormalized to national
29-2033,34,542,real:OEWS_May2025_state; renormalized to national
29-2033,35,70,real:OEWS_May2025_state; renormalized to national
29-2033,36,893,real:OEWS_May2025_state; renormalized to national
29-2033,37,602,real:OEWS_May2025_state; renormalized to national
29-2033,38,50,real:OEWS_May2025_state; renormalized to national
29-2033,39,672,real:OEWS_May2025_state; renormalized to national
29-2033,40,201,real:OEWS_May2025_state; renormalized to national
29-2033,41,181,real:OEWS_May2025_state; renormalized to national
29-2033,42,742,real:OEWS_May2025_state; renormalized to national
29-2033,44,110,real:OEWS_May2025_state; renormalized to national
29-2033,45,281,real:OEWS_May2025_state; renormalized to national
29-2033,46,140,real:OEWS_May2025_state; renormalized to national
29-2033,47,391,real:OEWS_May2025_state; renormalized to national
29-2033,48,1063,real:OEWS_May2025_state; renormalized to national
29-2033,49,120,real:OEWS_May2025_state; renormalized to national
29-2033,51,431,real:OEWS_May2025_state; renormalized to national
29-2033,53,321,real:OEWS_May2025_state; renormalized to national
29-2033,54,150,real:OEWS_May2025_state; renormalized to national
29-2033,55,391,real:OEWS_May2025_state; renormalized to national
29-2033,56,40,real:OEWS_May2025_state; renormalized to national
29-2034,01,3500,real:OEWS_May2025_state; renormalized to national
29-2034,02,370,real:OEWS_May2025_state; renormalized to national
29-2034,04,4670,real:OEWS_May2025_state; renormalized to national
29-2034,05,2210,real:OEWS_May2025_state; renormalized to national
29-2034,06,20902,real:OEWS_May2025_state; renormalized to national
29-2034,08,3960,real:OEWS_May2025_state; renormalized to national
29-2034,09,3230,real:OEWS_May2025_state; renormalized to national
29-2034,10,650,real:OEWS_May2025_state; renormalized to national
29-2034,11,660,real:OEWS_May2025_state; renormalized to national
29-2034,12,16472,real:OEWS_May2025_state; renormalized to national
29-2034,13,7541,real:OEWS_May2025_state; renormalized to national
29-2034,15,690,real:OEWS_May2025_state; renormalized to national
29-2034,16,1490,real:OEWS_May2025_state; renormalized to national
29-2034,17,7651,real:OEWS_May2025_state; renormalized to national
29-2034,18,5471,real:OEWS_May2025_state; renormalized to national
29-2034,19,2550,real:OEWS_May2025_state; renormalized to national
29-2034,20,2270,real:OEWS_May2025_state; renormalized to national
29-2034,21,3630,real:OEWS_May2025_state; renormalized to national
29-2034,22,3370,real:OEWS_May2025_state; renormalized to national
29-2034,23,1050,real:OEWS_May2025_state; renormalized to national
29-2034,24,3370,real:OEWS_May2025_state; renormalized to national
29-2034,25,5501,real:OEWS_May2025_state; renormalized to national
29-2034,26,7221,real:OEWS_May2025_state; renormalized to national
29-2034,27,4911,real:OEWS_May2025_state; renormalized to national
29-2034,28,2510,real:OEWS_May2025_state; renormalized to national
29-2034,29,5171,real:OEWS_May2025_state; renormalized to national
29-2034,30,850,real:OEWS_May2025_state; renormalized to national
29-2034,31,1670,real:OEWS_May2025_state; renormalized to national
29-2034,32,1840,real:OEWS_May2025_state; renormalized to national
29-2034,33,1240,real:OEWS_May2025_state; renormalized to national
29-2034,34,6321,real:OEWS_May2025_state; renormalized to national
29-2034,35,1150,real:OEWS_May2025_state; renormalized to national
29-2034,36,13451,real:OEWS_May2025_state; renormalized to national
29-2034,37,9251,real:OEWS_May2025_state; renormalized to national
29-2034,38,740,real:OEWS_May2025_state; renormalized to national
29-2034,39,9571,real:OEWS_May2025_state; renormalized to national
29-2034,40,3640,real:OEWS_May2025_state; renormalized to national
29-2034,41,2700,real:OEWS_May2025_state; renormalized to national
29-2034,42,8091,real:OEWS_May2025_state; renormalized to national
29-2034,44,660,real:OEWS_May2025_state; renormalized to national
29-2034,45,3630,real:OEWS_May2025_state; renormalized to national
29-2034,46,980,real:OEWS_May2025_state; renormalized to national
29-2034,47,4660,real:OEWS_May2025_state; renormalized to national
29-2034,48,20252,real:OEWS_May2025_state; renormalized to national
29-2034,49,1780,real:OEWS_May2025_state; renormalized to national
29-2034,50,470,real:OEWS_May2025_state; renormalized to national
29-2034,51,5141,real:OEWS_May2025_state; renormalized to national
29-2034,53,4130,real:OEWS_May2025_state; renormalized to national
29-2034,54,1810,real:OEWS_May2025_state; renormalized to national
29-2034,55,5011,real:OEWS_May2025_state; renormalized to national
29-2034,56,430,real:OEWS_May2025_state; renormalized to national
29-2035,01,490,real:OEWS_May2025_state; renormalized to national
29-2035,02,100,real:OEWS_May2025_state; renormalized to national
29-2035,04,730,real:OEWS_May2025_state; renormalized to national
29-2035,05,380,real:OEWS_May2025_state; renormalized to national
29-2035,06,3570,real:OEWS_May2025_state; renormalized to national
29-2035,08,670,real:OEWS_May2025_state; renormalized to national
29-2035,09,450,real:OEWS_May2025_state; renormalized to national
29-2035,10,170,real:OEWS_May2025_state; renormalized to national
29-2035,11,150,real:OEWS_May2025_state; renormalized to national
29-2035,12,2860,real:OEWS_May2025_state; renormalized to national
29-2035,13,1800,real:OEWS_May2025_state; renormalized to national
29-2035,15,140,real:OEWS_May2025_state; renormalized to national
29-2035,16,170,real:OEWS_May2025_state; renormalized to national
29-2035,17,2760,real:OEWS_May2025_state; renormalized to national
29-2035,18,1030,real:OEWS_May2025_state; renormalized to national
29-2035,19,220,real:OEWS_May2025_state; renormalized to national
29-2035,20,330,real:OEWS_May2025_state; renormalized to national
29-2035,21,650,real:OEWS_May2025_state; renormalized to national
29-2035,22,510,real:OEWS_May2025_state; renormalized to national
29-2035,23,210,real:OEWS_May2025_state; renormalized to national
29-2035,24,770,real:OEWS_May2025_state; renormalized to national
29-2035,25,1490,real:OEWS_May2025_state; renormalized to national
29-2035,26,1270,real:OEWS_May2025_state; renormalized to national
29-2035,27,710,real:OEWS_May2025_state; renormalized to national
29-2035,28,250,real:OEWS_May2025_state; renormalized to national
29-2035,29,1040,real:OEWS_May2025_state; renormalized to national
29-2035,30,150,real:OEWS_May2025_state; renormalized to national
29-2035,31,290,real:OEWS_May2025_state; renormalized to national
29-2035,32,340,real:OEWS_May2025_state; renormalized to national
29-2035,33,270,real:OEWS_May2025_state; renormalized to national
29-2035,34,1250,real:OEWS_May2025_state; renormalized to national
29-2035,35,140,real:OEWS_May2025_state; renormalized to national
29-2035,36,3240,real:OEWS_May2025_state; renormalized to national
29-2035,37,1180,real:OEWS_May2025_state; renormalized to national
29-2035,38,70,real:OEWS_May2025_state; renormalized to national
29-2035,39,1840,real:OEWS_May2025_state; renormalized to national
29-2035,40,400,real:OEWS_May2025_state; renormalized to national
29-2035,41,510,real:OEWS_May2025_state; renormalized to national
29-2035,42,2250,real:OEWS_May2025_state; renormalized to national
29-2035,44,140,real:OEWS_May2025_state; renormalized to national
29-2035,45,730,real:OEWS_May2025_state; renormalized to national
29-2035,46,210,real:OEWS_May2025_state; renormalized to national
29-2035,47,1350,real:OEWS_May2025_state; renormalized to national
29-2035,48,2930,real:OEWS_May2025_state; renormalized to national
29-2035,49,300,real:OEWS_May2025_state; renormalized to national
29-2035,50,60,real:OEWS_May2025_state; renormalized to national
29-2035,51,1070,real:OEWS_May2025_state; renormalized to national
29-2035,53,960,real:OEWS_May2025_state; renormalized to national
29-2035,54,190,real:OEWS_May2025_state; renormalized to national
29-2035,55,530,real:OEWS_May2025_state; renormalized to national
29-2035,56,70,real:OEWS_May2025_state; renormalized to national
29-2036,04,48,real:OEWS_May2025_state; renormalized to national
29-2036,05,36,real:OEWS_May2025_state; renormalized to national
29-2036,06,286,real:OEWS_May2025_state; renormalized to national
29-2036,12,382,real:OEWS_May2025_state; renormalized to national
29-2036,13,167,real:OEWS_May2025_state; renormalized to national
29-2036,17,167,real:OEWS_May2025_state; renormalized to national
29-2036,18,72,real:OEWS_May2025_state; renormalized to national
29-2036,20,48,real:OEWS_May2025_state; renormalized to national
29-2036,24,48,real:OEWS_May2025_state; renormalized to national
29-2036,25,72,real:OEWS_May2025_state; renormalized to national
29-2036,26,155,real:OEWS_May2025_state; renormalized to national
29-2036,28,48,real:OEWS_May2025_state; renormalized to national
29-2036,29,95,real:OEWS_May2025_state; renormalized to national
29-2036,34,107,real:OEWS_May2025_state; renormalized to national
29-2036,36,358,real:OEWS_May2025_state; renormalized to national
29-2036,37,167,real:OEWS_May2025_state; renormalized to national
29-2036,40,36,real:OEWS_May2025_state; renormalized to national
29-2036,41,48,real:OEWS_May2025_state; renormalized to national
29-2036,42,191,real:OEWS_May2025_state; renormalized to national
29-2036,45,71,real:OEWS_May2025_state; renormalized to national
29-2036,47,71,real:OEWS_May2025_state; renormalized to national
29-2036,48,393,real:OEWS_May2025_state; renormalized to national
29-2036,51,107,real:OEWS_May2025_state; renormalized to national
29-2036,53,71,real:OEWS_May2025_state; renormalized to national
29-2036,54,71,real:OEWS_May2025_state; renormalized to national
29-2036,55,95,real:OEWS_May2025_state; renormalized to national
29-2042,01,2020,real:OEWS_May2025_state; renormalized to national
29-2042,02,310,real:OEWS_May2025_state; renormalized to national
29-2042,04,3970,real:OEWS_May2025_state; renormalized to national
29-2042,05,1120,real:OEWS_May2025_state; renormalized to national
29-2042,06,21880,real:OEWS_May2025_state; renormalized to national
29-2042,08,3060,real:OEWS_May2025_state; renormalized to national
29-2042,09,2190,real:OEWS_May2025_state; renormalized to national
29-2042,10,950,real:OEWS_May2025_state; renormalized to national
29-2042,11,370,real:OEWS_May2025_state; renormalized to national
29-2042,12,6060,real:OEWS_May2025_state; renormalized to national
29-2042,13,6260,real:OEWS_May2025_state; renormalized to national
29-2042,15,560,real:OEWS_May2025_state; renormalized to national
29-2042,16,780,real:OEWS_May2025_state; renormalized to national
29-2042,17,7840,real:OEWS_May2025_state; renormalized to national
29-2042,18,4160,real:OEWS_May2025_state; renormalized to national
29-2042,19,1510,real:OEWS_May2025_state; renormalized to national
29-2042,20,1510,real:OEWS_May2025_state; renormalized to national
29-2042,21,2770,real:OEWS_May2025_state; renormalized to national
29-2042,22,2450,real:OEWS_May2025_state; renormalized to national
29-2042,23,1110,real:OEWS_May2025_state; renormalized to national
29-2042,24,3400,real:OEWS_May2025_state; renormalized to national
29-2042,25,4550,real:OEWS_May2025_state; renormalized to national
29-2042,26,4230,real:OEWS_May2025_state; renormalized to national
29-2042,27,3160,real:OEWS_May2025_state; renormalized to national
29-2042,28,1390,real:OEWS_May2025_state; renormalized to national
29-2042,29,2800,real:OEWS_May2025_state; renormalized to national
29-2042,30,860,real:OEWS_May2025_state; renormalized to national
29-2042,31,540,real:OEWS_May2025_state; renormalized to national
